"numid","plant.genus","plant.species","plant.spp","frug.taxon","family","frug.genus","frug.species","frug.spp","lat_region","mainisland","old_new_world","year","country","plant.invasive","frug.invasive","plant.iucn.category","frug.iucn.category","feedtrial","germtrial","planting.location","germ.effect","rate.effect","compare.against","fleshy","gut.portion","n.gut","control.portion","n.control","maybe.regurg","ai","bi","ci","di","citation","yi","vi"
"22","Cryptocarya","oblata","Cryptocarya oblata","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.857,35,0.88,25,NA,30,5,22,3,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.200670695462152,0.612121212121212
"22","Cryptocarya","oblata","Cryptocarya oblata","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.85,40,0.88,25,NA,34,6,22,3,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.2578291093021,0.574866310160428
"22","Cryptocarya","oblata","Cryptocarya oblata","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.789,19,0.88,25,NA,15,4,22,3,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.670674324707887,0.695454545454545
"22","Cryptocarya","pleurosperma","Cryptocarya pleurosperma","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.632,38,0.6,20,NA,24,14,12,8,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.133531392624523,0.321428571428571
"22","Davidsonia","pruriens","Davidsonia pruriens","bird","Cunoniaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.978,45,0.92,25,NA,44,1,23,2,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",1.34184259854905,1.56620553359684
"22","Elaeocarpus","angustifolius","Elaeocarpus angustifolius","bird","Elaeocarpaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.179,106,0.175,40,NA,19,87,7,33,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.0291282729230236,0.237286004981105
"22","Elaeocarpus","angustifolius","Elaeocarpus angustifolius","bird","Elaeocarpaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.24,50,0.175,40,NA,12,38,7,33,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.397917902472781,0.282809295967191
"22","Elaeocarpus","largiflorens","Elaeocarpus largiflorens","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","pos",NA,"whole fruit","yes",0.218,78,0.112,80,NA,17,61,9,71,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.787794779588001,0.20041259018808
"22","Elaeocarpus","largiflorens","Elaeocarpus largiflorens","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.218,78,0.2,75,NA,17,61,15,60,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.108633841002796,0.158550305368049
"22","Elaeocarpus","largiflorens","Elaeocarpus largiflorens","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.271,70,0.112,80,NA,19,51,9,71,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",1.07806864614721,0.197435040237988
"22","Elaeocarpus","largiflorens","Elaeocarpus largiflorens","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.271,70,0.2,75,NA,19,51,15,60,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.398907707562005,0.155572755417957
"22","Endiandra","impressicosta","Endiandra impressicosta","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.84,50,0.9,40,NA,42,8,36,4,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.538996500732687,0.426587301587302
"22","Endiandra","impressicosta","Endiandra impressicosta","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.84,50,0.771,35,NA,42,8,27,8,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.441832752279039,0.310846560846561
"22","Endiandra","impressicosta","Endiandra impressicosta","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.6,40,0.9,40,NA,24,16,36,4,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-1.79175946922806,0.381944444444444
"22","Endiandra","impressicosta","Endiandra impressicosta","bird","Lauraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.6,40,0.771,35,NA,24,16,27,8,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.810930216216329,0.266203703703704
"22","Endiandra","longipedicellata","Endiandra longipedicellata","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.98,50,0.975,40,NA,49,1,39,1,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.22825865198098,2.04604918890633
"22","Endiandra","longipedicellata","Endiandra longipedicellata","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.95,40,0.975,40,NA,38,2,39,1,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.719122666963206,1.55195681511471
"22","Endiandra","longipedicellata","Endiandra longipedicellata","bird","unknown","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",1,15,0.975,40,NA,15,0,39,1,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.163151640686235,2.75649925139513
"22","Ficus","crassipes","Ficus crassipes","bird","Moraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","pos",NA,"whole fruit","yes",0.086,200,0.018,3575,NA,17,183,64,3511,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",1.62850028402356,0.0801978294259278
"22","Ficus","crassipes","Ficus crassipes","bird","Moraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.086,200,0.09,100,NA,17,183,9,91,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.0626378796045741,0.186388132386204
"22","Ficus","crassipes","Ficus crassipes","bird","Moraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.12,50,0.018,3575,NA,6,44,64,3511,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",2.01234292811855,0.205303758533786
"22","Ficus","crassipes","Ficus crassipes","bird","Moraceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.12,50,0.09,100,NA,6,44,9,91,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.321204764490424,0.311494061494062
"22","Normanbya","normanbyi","Normanbya normanbyi","bird","Arecaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD","VU","VU","yes","yes","field soil","pos",NA,"whole fruit","yes",1,100,0.8,40,NA,100,0,32,8,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",3.96213098221965,2.15836653834898
"22","Actephila","mearsii","Actephila mearsii","bird","Phyllanthaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","pos",NA,"whole fruit","yes",0.738,80,0.806,36,NA,59,21,29,7,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.388370674748864,0.241908101639253
"22","Actephila","mearsii","Actephila mearsii","bird","Phyllanthaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.738,80,0.65,20,NA,59,21,13,7,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",0.413975797776073,0.28434841994164
"22","Actephila","mearsii","Actephila mearsii","bird","Phyllanthaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.471,70,0.806,36,NA,33,37,29,7,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-1.53579603210891,0.23466995880789
"22","Actephila","mearsii","Actephila mearsii","bird","Phyllanthaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.471,70,0.65,20,NA,33,37,13,7,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.733449559583968,0.277110277110277
"22","Actephila","mearsii","Actephila mearsii","bird","Phyllanthaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",0.5,24,0.806,36,NA,12,12,29,7,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-1.42138568093116,0.344006568144499
"22","Actephila","mearsii","Actephila mearsii","bird","Phyllanthaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.5,24,0.65,20,NA,12,12,13,7,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",-0.619039208406224,0.386446886446886
"22","Prunus","turneriana","Prunus turneriana","bird","Rosaceae","Casuarius","casuarius","Casuarius casuarius","tropical","mainland","old world",2010,"Australia","Not in GISD","Not in GISD",NA,"VU","yes","yes","field soil","no",NA,"whole fruit","yes",1,29,0.931,29,NA,29,0,27,2,"Bradford, M. (2010) Consequences of southern cassowary (Casuarius casuarius, L.) gut passage and deposition pattern on the germination of rainforest seeds. Austral Ecology. 325-333.",1.67964217110735,2.47026194144838
