"numid","plant.genus","plant.species","plant.spp","frug.taxon","family","frug.genus","frug.species","frug.spp","lat_region","mainisland","old_new_world","year","country","plant.invasive","frug.invasive","plant.iucn.category","frug.iucn.category","feedtrial","germtrial","planting.location","germ.effect","rate.effect","compare.against","fleshy","gut.portion","n.gut","control.portion","n.control","maybe.regurg","ai","bi","ci","di","citation","yi","vi"
"174","Ribes","bracteosum","Ribes bracteosum","non-flying mammal other than primate","unknown","Ursus","arctos","Ursus arctos","temperate","island","new world",1997,"United States","Not in GISD","Not in GISD",NA,"LC","no","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.22,500,0.43,500,NA,110,390,215,285,"Traveset, A. (1997) Effects of birds and bears on seed germination in the temperate rainforests of Southeast Alaska. Oikos.",-0.983815221190288,0.0198149463755339
"174","Rubus","spectabilis","Rubus spectabilis","non-flying mammal other than primate","unknown","Ursus","arctos","Ursus arctos","temperate","island","new world",1997,"United States","Not in GISD","Not in GISD",NA,"LC","no","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",0.53,500,0.367588527,500,NA,265,235,184,316,"Traveset, A. (1997) Effects of birds and bears on seed germination in the temperate rainforests of Southeast Alaska. Oikos.",0.66095076781999,0.0166282436253175
"174","Vaccinium","sp","Vaccinium sp","non-flying mammal other than primate","unknown","Ursus","arctos","Ursus arctos","temperate","island","new world",1997,"United States","Not in GISD","Not in GISD",NA,"LC","no","yes","greenhouse/nursery soil","no","no","mechanically cleaned","yes",0.09,500,0.233995585,500,NA,45,455,117,383,"Traveset, A. (1997) Effects of birds and bears on seed germination in the temperate rainforests of Southeast Alaska. Oikos.",-1.12777387479774,0.0355779990244742
"175","Rubus","spectabilis","Rubus spectabilis","invertebrate","unknown","Ariolimax","columbianus","Ariolimax columbianus","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,NA,"yes","yes","greenhouse/nursery soil","no","neg","mechanically cleaned","yes",0.32,250,0.407,1000,NA,80,170,407,593,"Gervais, J. (1998) The Potential for Seed Dispersal by the Banana Slug (Ariolimax columbianus). The American Midland Naturalist.",-0.37739058882125,0.0225256960389884
"175","Rubus","spectabilis","Rubus spectabilis","invertebrate","unknown","Ariolimax","columbianus","Ariolimax columbianus","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,NA,"yes","yes","greenhouse/nursery soil","neg","neg","mechanically cleaned","yes",0.172,250,0.4,1000,NA,43,207,400,600,"Gervais, J. (1998) The Potential for Seed Dispersal by the Banana Slug (Ariolimax columbianus). The American Midland Naturalist.",-1.16605356946364,0.0322533984945512
"177","Alpinia","malaccensis","Alpinia malaccensis","primate","Zingiberaceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.17,24,0.11,37,"yes",4,20,4,33,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",0.500775287912489,0.58030303030303
"177","Neonauclea","purpurea","Neonauclea purpurea","primate","Rubiaceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.17,51,0.42,90,"yes",9,42,38,52,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",-1.22678748209211,0.180467193625088
"177","Baccaurea","ramiflora","Baccaurea ramiflora","primate","Phyllanthaceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","neg","neg","mechanically cleaned","yes",0.9,97,1,100,"yes",87,10,100,0,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",-3.18304137185898,2.11661691542289
"177","Diplectria","barbata","Diplectria barbata","primate","Melastomataceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.08,192,0.1,195,"yes",15,177,20,175,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",-0.299045831102096,0.128030669895077
"177","Eurya","nitida","Eurya nitida","primate","unknown","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","neg","neg","mechanically cleaned","yes",0.05,96,0.6,94,"yes",5,91,56,38,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",-3.28918712509151,0.255161943319838
"177","Ficus","ischnopoda","Ficus ischnopoda","primate","unknown","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0.75,117,0.93,150,"yes",88,29,140,10,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",-1.52901634512353,0.152989252127183
"177","Ficus","microcarpa","Ficus microcarpa","primate","unknown","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","neg","mechanically cleaned","yes",0.95,100,0.9,52,"yes",95,5,47,5,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",0.703729289890481,0.431802911534155
"177","Ficus","sagittata","Ficus sagittata","primate","unknown","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","pos","mechanically cleaned","yes",1,200,0.9,45,"yes",200,0,40,5,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",3.99740754543248,2.21149707101494
"177","Ficus","virens","Ficus virens","primate","unknown","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","neg","mechanically cleaned","yes",0.9,200,0.8,97,"yes",180,20,78,19,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",0.784954729813068,0.121007647323437
"177","Melastoma","malabathricum","Melastoma malabathricum","primate","Melastomataceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","neg","no","mechanically cleaned","yes",0.43,200,0.1,200,"yes",86,114,20,180,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",1.91537342519523,0.0759553923568611
"177","Nauclea","orientalis","Nauclea orientalis","primate","Rubiaceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","neg","mechanically cleaned","yes",0.18,91,0.05,95,"yes",16,75,5,90,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",1.34547236659964,0.286944444444445
"177","Toddalia","asiatica","Toddalia asiatica","primate","Rutaceae","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no",NA,"mechanically cleaned","yes",0,56,0,146,"yes",0,56,0,146,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",0.952784790304727,4.0245250536108
"177","Unknown","sp","Unknown sp","primate","unknown","Macaca","leonina","Macaca leonina","tropical","mainland","old world",2013,"Thailand","Not in GISD","Not in GISD",NA,"VU","no","yes","petri dish (or similar)","no","no","mechanically cleaned","yes",0,100,0,190,"yes",0,100,0,190,"Alber, A. (2013) Frugivory and Seed Dispersal by Northern Pigtailed Macaques (Macaca leonina), in Thailand. International Journal of Primatology. 170-193.",0.639494467067625,4.01519959258824
"178","Dialium","sp","Dialium sp","primate","unknown","Homo","sapiens","Homo sapiens","tropical","mainland","old world",2013,"Democratic Republic of the Congo","Not in GISD","Not in GISD",NA,"LC","no","yes","petri dish (or similar)","pos","pos","whole fruit","yes",0.024011299,85,0,406,NA,2,83,0,406,"Beaune (2013) The Bonoboâ€“Dialium Positive Interactions: Seed Dispersal Mutualism. American Journal of Primatology.",3.19217520956516,2.41443607250444
"178","Dialium","sp","Dialium sp","primate","unknown","Pan","paniscus","Pan paniscus","tropical","mainland","old world",2013,"Democratic Republic of the Congo","Not in GISD","Not in GISD",NA,"EN","no","yes","petri dish (or similar)","pos","pos","whole fruit","yes",0.077,532,0,406,NA,41,491,0,406,"Beaune (2013) The Bonoboâ€“Dialium Positive Interactions: Seed Dispersal Mutualism. American Journal of Primatology.",4.22896259719724,2.02859099813835
"179","Lindera","benzoin","Lindera benzoin","bird","Lauraceae","Bombycilla","cedrorum","Bombycilla cedrorum","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","pos",NA,"whole fruit","yes",0.954695351,100,0.022287395,100,"no",95,5,2,98,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",6.83625927727707,0.720730397422127
"179","Lindera","benzoin","Lindera benzoin","bird","Lauraceae","Bombycilla","cedrorum","Bombycilla cedrorum","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",0.954695351,100,0.963199986,100,"no",95,5,96,4,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",-0.233614851181505,0.47094298245614
"179","Viburnum","dentatum","Viburnum dentatum","bird","unknown","Bombycilla","cedrorum","Bombycilla cedrorum","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",0.511031408,100,0.632337769,100,"no",51,49,63,37,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",-0.492211479133609,0.0829160493026039
"179","Viburnum","dentatum","Viburnum dentatum","bird","unknown","Catharus","spp.","Catharus spp.","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,NA,"yes","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",0.5695931,100,0.632337769,100,"no",57,43,63,37,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",-0.250365661606321,0.0836997165026541
"179","Lindera","benzoin","Lindera benzoin","bird","Lauraceae","Hylocichla","mustelina","Hylocichla mustelina","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"NT","yes","yes","greenhouse/nursery soil","pos",NA,"whole fruit","yes",1,100,0.022287395,100,"yes",100,0,2,98,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",8.97707072436296,2.42010253302018
"179","Lindera","benzoin","Lindera benzoin","bird","Lauraceae","Hylocichla","mustelina","Hylocichla mustelina","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"NT","yes","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",1,100,0.963199986,100,"yes",100,0,96,4,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",2.23783929649041,2.24253516527896
"179","Lindera","benzoin","Lindera benzoin","bird","Lauraceae","Turdus","migratorius","Turdus migratorius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","pos",NA,"whole fruit","yes",0.95244792,100,0.022287395,100,"yes",95,5,2,98,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",6.83625927727707,0.720730397422127
"179","Lindera","benzoin","Lindera benzoin","bird","Lauraceae","Turdus","migratorius","Turdus migratorius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",0.95244792,100,0.963199986,100,"yes",95,5,96,4,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",-0.233614851181505,0.47094298245614
"179","Viburnum","dentatum","Viburnum dentatum","bird","unknown","Turdus","migratorius","Turdus migratorius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil","no",NA,"mechanically cleaned","yes",0.734820728,100,0.632337769,100,"yes",73,27,63,37,"Meyer, G. (1998) Influence of Seed Processing by Frugivorous Birds on Germination Success of Three North American Shrubs. The American Midland Naturalist. 140. 129-139.",0.462405761396754,0.0936357100740662
"180","Rubus","spectabilis","Rubus spectabilis","bird","unknown","Ixoreus","naevius","Ixoreus naevius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.488751761,500,0.422885505,500,NA,244,256,211,289,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.266559335450005,0.0162041547610854
"180","Rubus","spectabilis","Rubus spectabilis","bird","unknown","Ixoreus","naevius","Ixoreus naevius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.514937305,500,0.301523184,500,NA,257,243,151,349,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.893806726942174,0.0174941229902915
"180","Rubus","spectabilis","Rubus spectabilis","bird","unknown","Turdus","migratorius","Turdus migratorius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.58771212,500,0.422885505,500,NA,294,206,211,289,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.670272153185466,0.0164552735816043
"180","Rubus","spectabilis","Rubus spectabilis","bird","unknown","Turdus","migratorius","Turdus migratorius","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.365185559,500,0.301523184,500,NA,183,317,151,349,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.288376464351643,0.0181069010759944
"180","Rubus","spectabilis","Rubus spectabilis","non-flying mammal other than primate","unknown","Ursus","arctos","Ursus arctos","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.510725065,500,0.422885505,500,NA,255,245,211,289,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.354573889250065,0.0162027453858599
"180","Rubus","spectabilis","Rubus spectabilis","non-flying mammal other than primate","unknown","Ursus","americanus","Ursus americanus","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.510725065,500,0.422885505,500,NA,255,245,211,289,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.354573889250065,0.0162027453858599
"180","Rubus","spectabilis","Rubus spectabilis","non-flying mammal other than primate","unknown","Ursus","arctos","Ursus arctos","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.514937305,500,0.301523184,500,NA,257,243,151,349,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.893806726942174,0.0174941229902915
"180","Rubus","spectabilis","Rubus spectabilis","non-flying mammal other than primate","unknown","Ursus","americanus","Ursus americanus","temperate","mainland","new world",1998,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","greenhouse/nursery soil",NA,NA,"mechanically cleaned","yes",0.514937305,500,0.301523184,500,NA,257,243,151,349,"Traveset, A. (1998) Ecology of the fruit-colour polymorphism in Rubus spectabilis. Evolutionary Ecology. 331-345.",0.893806726942174,0.0174941229902915
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.11,100,0.12,100,NA,11,89,12,88,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-0.0983109322435631,0.19684201566224
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","pos",NA,"whole fruit","yes",0.41,100,0.12,100,NA,41,59,12,88,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",1.62846478748879,0.136036366141782
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","neg",NA,"mechanically cleaned","yes",0.11,100,0.67,100,NA,11,89,67,33,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-2.79892615485826,0.147373449402629
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","neg",NA,"mechanically cleaned","yes",0.41,100,0.67,100,NA,41,59,67,33,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-1.0721504351259,0.0865677998821706
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.08,100,0.045,100,NA,8,92,4,96,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",0.735706794978741,0.396286231884058
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","pos",NA,"whole fruit","yes",0.24,100,0.045,100,NA,24,76,4,96,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",2.02537432040956,0.315241228070175
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","neg",NA,"mechanically cleaned","yes",0.08,100,0.34,100,NA,8,92,34,66,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-1.77905281795894,0.180432845074789
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.24,100,0.34,100,NA,24,76,34,66,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-0.489385292528122,0.0993878412609063
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.025,100,0.01,100,NA,2,98,1,99,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",0.703299552023963,1.52030509173366
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.03,100,0.01,100,NA,3,97,1,99,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",1.11902116029932,1.35374362178486
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.025,100,0.047,100,NA,2,98,5,95,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-0.947381318944186,0.720730397422127
"181","Vaccinium","alaskaense","Vaccinium alaskaense","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.03,100,0.047,100,NA,3,97,5,95,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-0.531659710668833,0.554168927473323
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.18,100,0.061,100,NA,18,82,6,94,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",1.23518782367386,0.245055642045782
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","pos",NA,"whole fruit","yes",0.4,100,0.061,100,NA,40,60,6,94,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",2.34607020493378,0.218971631205674
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.18,100,0.22,100,NA,18,82,22,78,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-0.250681116036813,0.126025735781833
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.4,100,0.22,100,NA,40,60,22,78,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",0.860201265223112,0.0999417249417249
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.045,100,0,100,NA,4,96,0,100,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",2.23783929649041,2.24253516527896
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.08,100,0,100,NA,8,92,0,100,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",2.91616242703697,2.13840811839056
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.045,100,0.075,100,NA,4,96,8,92,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",-0.735706794978741,0.396286231884058
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.08,100,0.075,100,NA,8,92,8,92,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",0,0.271739130434783
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.016,100,0,100,NA,2,98,0,100,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",1.62953909175519,2.42010253302018
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"whole fruit","yes",0.041,100,0,100,NA,4,96,0,100,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",2.23783929649041,2.24253516527896
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.016,100,0,100,NA,2,98,0,100,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",1.62953909175519,2.42010253302018
"181","Vaccinium","ovalifolium","Vaccinium ovalifolium","non-flying mammal other than primate","unknown","Martes","americana","Martes americana","temperate","island","new world",1999,"United States","Not in GISD","Not in GISD",NA,"LC","yes","yes","field soil","no",NA,"mechanically cleaned","yes",0.041,100,0,100,NA,4,96,0,100,"Hickey, J. (1999) An Evaluation of a Mammalian Predator, Martes americana, as a Disperser of Seeds. Oikos.",2.23783929649041,2.24253516527896
